Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200701CP00041,Slight,10/2/2019,51.514856,Darkness - lights lit,City of London,-0.075135,1,2,Wet or damp,One way street,Urban,Raining no high winds,Car
200701CP00042,Slight,15/02/2019,51.509858,Daylight,City of London,-0.08846,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00043,Slight,15/02/2019,51.512494,Darkness - lights lit,City of London,-0.0957,1,2,Dry,One way street,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00044,Slight,14/02/2019,51.51219,Daylight,City of London,-0.088074,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Other vehicle
200701CP00045,Slight,16/02/2019,51.508929,Daylight,City of London,-0.081149,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00046,Slight,16/02/2019,51.509078,Darkness - lights lit,Tower Hamlets,-0.073793,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00047,Slight,21/02/2019,51.513493,Daylight,City of London,-0.090758,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00048,Serious,24/02/2019,51.518441,Daylight,City of London,-0.085362,1,1,Wet or damp,One way street,Urban,Fine no high winds,Car
200701CP00049,Slight,26/02/2019,51.511511,Daylight,City of London,-0.090553,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00050,Slight,20/02/2019,51.506351,Darkness - lights lit,Southwark,-0.088463,2,1,Wet or damp,Dual carriageway,Urban,Fine no high winds,Car
200701CP00051,Slight,20/02/2019,51.50953,Daylight,City of London,-0.079395,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CP00052,Slight,26/02/2019,51.511794,Daylight,City of London,-0.096882,1,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00053,Slight,26/01/2019,51.517595,Daylight,City of London,-0.105288,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00054,Slight,27/02/2019,51.513978,Daylight,City of London,-0.109618,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00055,Slight,28/02/2019,51.515367,Daylight,City of London,-0.078861,1,2,Wet or damp,One way street,Urban,Fine no high winds,Car
200701CP00056,Serious,23/02/2019,51.510102,Daylight,City of London,-0.086865,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00057,Slight,1/3/2019,51.512554,Daylight,City of London,-0.088347,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00058,Serious,2/3/2019,51.517994,Darkness - lights lit,City of London,-0.080048,2,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00059,Slight,7/3/2019,51.513368,Daylight,City of London,-0.083125,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00060,Slight,9/3/2019,51.512067,Daylight,City of London,-0.102635,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00061,Slight,12/3/2019,51.509151,Daylight,City of London,-0.083734,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00062,Slight,13/03/2019,51.513294,Darkness - lights lit,City of London,-0.089613,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00063,Slight,7/3/2019,51.515624,Darkness - lights lit,City of London,-0.100182,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00065,Slight,14/03/2019,51.508958,Darkness - lights lit,City of London,-0.082877,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00066,Slight,14/03/2019,51.513292,Darkness - lights lit,City of London,-0.083992,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00067,Slight,15/03/2019,51.511552,Daylight,City of London,-0.082048,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00068,Slight,15/03/2019,51.51902,Darkness - lights lit,City of London,-0.087788,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00069,Slight,16/03/2019,51.512203,Daylight,City of London,-0.094415,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00070,Slight,16/03/2019,51.51902,Daylight,City of London,-0.087788,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00071,Slight,17/03/2019,51.508673,Darkness - lights lit,City of London,-0.087501,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00072,Slight,19/03/2019,51.514164,Daylight,City of London,-0.104422,1,1,Wet or damp,Dual carriageway,Urban,Fine + high winds,Goods 7.5 tonnes mgw and over
200701CP00073,Slight,19/03/2019,51.509858,Daylight,City of London,-0.08846,1,3,Dry,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00074,Slight,21/03/2019,51.511894,Daylight,City of London,-0.091978,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00076,Slight,21/03/2019,51.513872,Darkness - lights lit,City of London,-0.075465,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00077,Serious,22/03/2019,51.509123,Daylight,City of London,-0.087482,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CP00078,Slight,30/03/2019,51.515909,Daylight,City of London,-0.095557,2,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00079,Slight,27/03/2019,51.513372,Daylight,City of London,-0.088889,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00080,Slight,27/03/2019,51.513377,Daylight,City of London,-0.089177,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CP00081,Slight,28/03/2019,51.510729,Daylight,City of London,-0.086694,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00082,Slight,1/4/2019,51.509514,Daylight,Tower Hamlets,-0.078387,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00083,Slight,4/4/2019,51.516253,Daylight,City of London,-0.089057,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CP00084,Slight,5/4/2019,51.513311,Daylight,City of London,-0.085145,2,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00085,Slight,5/4/2019,51.511167,Daylight,City of London,-0.075002,1,1,Dry,One way street,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CP00086,Slight,10/4/2019,51.511166,Daylight,City of London,-0.102529,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00087,Slight,10/4/2019,51.51055,Daylight,City of London,-0.092322,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00088,Slight,10/4/2019,51.513207,Daylight,City of London,-0.084284,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00089,Slight,23/04/2019,51.518494,Daylight,Camden,-0.105251,1,3,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00090,Slight,11/4/2019,51.51409,Daylight,City of London,-0.105434,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00091,Slight,12/4/2019,51.521877,Daylight,Hackney,-0.081037,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00092,Slight,12/4/2019,51.512316,Daylight,City of London,-0.079277,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00093,Slight,17/04/2019,51.517953,Daylight,City of London,-0.110751,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00094,Slight,13/04/2019,51.517596,Daylight,City of London,-0.083235,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00095,Slight,13/04/2019,51.520607,Daylight,City of London,-0.08037,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00096,Slight,13/04/2019,51.514662,Darkness - lights lit,City of London,-0.074278,1,1,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CP00097,Slight,14/04/2019,51.51449,Daylight,City of London,-0.09677,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00098,Slight,13/04/2019,51.521513,Daylight,City of London,-0.097342,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00099,Serious,15/04/2019,51.520404,Daylight,City of London,-0.078937,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CP00100,Serious,2/5/2019,51.51064,Daylight,City of London,-0.092318,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00101,Slight,3/5/2019,51.511783,Darkness - lights lit,City of London,-0.085209,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00102,Slight,17/04/2019,51.511818,Daylight,City of London,-0.103943,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00103,Slight,17/04/2019,51.510712,Daylight,City of London,-0.085686,2,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00104,Serious,19/04/2019,51.517632,Daylight,City of London,-0.107593,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00105,Slight,17/04/2019,51.519985,Darkness - lights lit,City of London,-0.097405,1,2,Wet or damp,Dual carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00106,Slight,20/04/2019,51.510618,Daylight,City of London,-0.085402,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00107,Slight,21/04/2019,51.512867,Daylight,City of London,-0.096549,1,2,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CP00108,Slight,22/04/2019,51.508763,Daylight,City of London,-0.087497,2,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00109,Slight,23/04/2019,51.520226,Daylight,City of London,-0.079089,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00110,Slight,27/04/2019,51.51693,Daylight,City of London,-0.080957,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00111,Slight,25/04/2019,51.516228,Daylight,City of London,-0.093094,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00112,Slight,27/04/2019,51.51147,Daylight,City of London,-0.104678,1,3,Dry,Slip road,Urban,Fine no high winds,Taxi/Private hire car
200701CP00113,Slight,28/04/2019,51.510176,Daylight,Tower Hamlets,-0.0749,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CP00114,Slight,28/04/2019,51.513956,Daylight,City of London,-0.102701,2,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00115,Slight,29/04/2019,51.510176,Daylight,Tower Hamlets,-0.0749,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00116,Slight,30/04/2019,51.513755,Daylight,City of London,-0.101412,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00117,Slight,2/5/2019,51.516149,Daylight,City of London,-0.08272,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00118,Slight,2/5/2019,51.511016,Daylight,City of London,-0.104409,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00119,Serious,3/5/2019,51.512454,Daylight,City of London,-0.104349,2,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00120,Slight,3/5/2019,51.51754,Darkness - lighting unknown,City of London,-0.096354,1,2,Dry,Roundabout,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00121,Serious,5/5/2019,51.511131,Daylight,City of London,-0.072842,1,2,Dry,One way street,Urban,Fine no high winds,Car
200701CP00122,Slight,10/5/2019,51.51684,Daylight,City of London,-0.080961,2,1,Dry,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00123,Slight,11/5/2019,51.513289,Daylight,City of London,-0.089325,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CP00124,Serious,19/05/2019,51.510947,Darkness - lights lit,City of London,-0.105708,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00125,Slight,14/05/2019,51.51728,Daylight,City of London,-0.096942,1,2,Wet or damp,Roundabout,Urban,Raining no high winds,Motorcycle 50cc and under
200701CP00126,Slight,14/05/2019,51.517948,Daylight,City of London,-0.088265,2,1,Wet or damp,Dual carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00127,Slight,14/05/2019,51.511164,Darkness - lights lit,City of London,-0.074858,1,1,Dry,One way street,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00128,Slight,15/05/2019,51.516014,Daylight,City of London,-0.102039,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00129,Slight,16/05/2019,51.514107,Daylight,City of London,-0.106442,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00130,Slight,16/05/2019,51.514186,Daylight,City of London,-0.083667,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00131,Slight,16/05/2019,51.513269,Daylight,City of London,-0.099127,1,1,Wet or damp,Single carriageway,Urban,Other,Car
200701CP00132,Slight,18/05/2019,51.509019,Daylight,City of London,-0.081145,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00133,Slight,21/05/2019,51.510371,Daylight,City of London,-0.086853,1,2,Wet or damp,Dual carriageway,Urban,Raining no high winds,Taxi/Private hire car
200701CP00134,Slight,17/05/2019,51.510638,Daylight,City of London,-0.092174,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00135,Slight,17/05/2019,51.515248,Daylight,City of London,-0.077136,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00136,Slight,16/05/2019,51.509835,Daylight,City of London,-0.08702,1,1,Wet or damp,,Urban,Raining no high winds,Motorcycle 125cc and under
200701CP00137,Slight,21/05/2019,51.508763,Daylight,City of London,-0.087497,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00138,Slight,20/05/2019,51.517234,Daylight,City of London,-0.088584,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00139,Slight,24/05/2019,51.506929,Daylight,City of London,-0.074316,2,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00140,Slight,25/05/2019,51.515878,Daylight,City of London,-0.104783,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00141,Serious,25/05/2019,51.517593,Darkness - lights lit,City of London,-0.105144,1,1,Dry,One way street,Urban,Fine no high winds,Taxi/Private hire car
200701CP00142,Slight,26/05/2019,51.509258,Daylight,Tower Hamlets,-0.073786,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00143,Slight,31/05/2019,51.518438,Daylight,City of London,-0.085218,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00144,Slight,31/05/2019,51.515199,Daylight,City of London,-0.079589,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00145,Slight,4/6/2019,51.509832,Daylight,City of London,-0.086876,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00146,Slight,29/05/2019,51.518494,Daylight,Camden,-0.105251,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00147,Slight,1/6/2019,51.509417,Daylight,Tower Hamlets,-0.077958,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00148,Slight,15/06/2019,51.515768,Daylight,City of London,-0.109112,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00149,Slight,5/6/2019,51.513891,Daylight,City of London,-0.076617,1,2,Dry,One way street,Urban,Fine no high winds,Taxi/Private hire car
200701CP00150,Slight,11/6/2019,51.509457,Darkness - lights lit,City of London,-0.080406,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00151,Slight,12/6/2019,51.509924,Daylight,City of London,-0.087016,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00153,Slight,14/06/2019,51.514579,Daylight,City of London,-0.096766,1,2,Wet or damp,One way street,Urban,Fine no high winds,Car
200701CP00154,Slight,15/06/2019,51.516022,Daylight,City of London,-0.096994,1,3,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00155,Slight,15/06/2019,51.509463,Daylight,City of London,-0.086315,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00156,Slight,10/6/2019,51.517552,Darkness - lights lit,City of London,-0.080499,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00157,Slight,18/06/2019,51.518001,Daylight,City of London,-0.097056,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00158,Serious,19/06/2019,51.519289,Daylight,City of London,-0.087777,1,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00159,Slight,19/06/2019,51.515556,Daylight,City of London,-0.079429,1,1,Dry,One way street,Urban,Fine no high winds,Taxi/Private hire car
200701CP00160,Slight,19/06/2019,51.51337,Daylight,City of London,-0.088745,1,1,Wet or damp,Single carriageway,Urban,Fine no high winds,Car
200701CP00161,Slight,19/06/2019,51.51695,Daylight,City of London,-0.087731,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00162,Slight,20/06/2019,51.511483,Daylight,City of London,-0.083348,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00163,Slight,22/06/2019,51.517325,Daylight,City of London,-0.083103,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00164,Serious,22/06/2019,51.516579,Daylight,City of London,-0.103601,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CP00165,Slight,23/06/2019,51.517374,Daylight,City of London,-0.08065,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00166,Slight,27/06/2019,51.511826,Daylight,City of London,-0.087801,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00167,Slight,26/06/2019,51.51737,Daylight,City of London,-0.080362,1,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00168,Slight,14/06/2019,51.510908,Daylight,City of London,-0.10326,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00169,Slight,4/7/2019,51.510821,Daylight,City of London,-0.086834,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00170,Slight,5/7/2019,51.516343,Daylight,City of London,-0.083576,1,1,Wet or damp,Dual carriageway,Urban,Raining no high winds,Car
200701CP00171,Serious,6/7/2019,51.512544,Daylight,City of London,-0.104345,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00172,Slight,2/7/2019,51.509456,Daylight,City of London,-0.085883,1,2,Wet or damp,Dual carriageway,Urban,Raining no high winds,Car
200701CP00173,Slight,7/7/2019,51.513285,Daylight,City of London,-0.089037,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00174,Slight,9/7/2019,51.519394,Daylight,City of London,-0.099736,1,2,Wet or damp,Single carriageway,Urban,,Car
200701CP00175,Slight,10/7/2019,51.517149,Daylight,City of London,-0.088875,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00176,Slight,11/7/2019,51.517045,Daylight,City of London,-0.088015,1,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00177,Slight,11/7/2019,51.51693,Daylight,City of London,-0.080957,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00178,Serious,13/07/2019,51.51951,Daylight,City of London,-0.079263,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00179,Slight,3/7/2019,51.511993,Daylight,City of London,-0.09255,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CP00180,Slight,16/07/2019,51.513158,Daylight,City of London,-0.097834,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00181,Slight,16/07/2019,51.514208,Daylight,City of London,-0.074009,1,2,Dry,One way street,Urban,Fine no high winds,Car
200701CP00182,Slight,16/07/2019,51.514444,Daylight,City of London,-0.077458,1,2,Dry,One way street,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CP00183,Slight,16/07/2019,51.515881,Daylight,City of London,-0.104927,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00184,Slight,17/07/2019,51.51379,Daylight,City of London,-0.092475,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00185,Serious,6/7/2019,51.51915,Daylight,City of London,-0.101332,1,1,Dry,Single carriageway,Urban,,Bus or coach (17 or more pass seats)
200701CP00186,Slight,18/07/2019,51.511728,Daylight,City of London,-0.092849,1,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00187,Slight,18/07/2019,51.510839,Daylight,City of London,-0.10456,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00188,Slight,18/07/2019,51.513557,Daylight,City of London,-0.100268,1,1,Wet or damp,Single carriageway,Urban,Fine no high winds,Car
200701CP00189,Slight,19/07/2019,51.515669,Daylight,City of London,-0.080866,1,2,Dry,One way street,Urban,Fine no high winds,Taxi/Private hire car
200701CP00190,Slight,20/07/2019,51.520319,Daylight,City of London,-0.079229,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CP00191,Slight,20/07/2019,51.520226,Darkness - lights lit,City of London,-0.079089,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00192,Slight,24/07/2019,51.515247,Daylight,City of London,-0.104665,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00193,Slight,24/07/2019,51.515721,Daylight,City of London,-0.10061,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00194,Slight,24/07/2019,51.512762,Daylight,City of London,-0.090068,1,1,Dry,One way street,Urban,Fine no high winds,Taxi/Private hire car
200701CP00195,Slight,25/07/2019,51.512872,Daylight,City of London,-0.096837,1,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00196,Slight,25/07/2019,51.516011,Daylight,City of London,-0.101895,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00197,Slight,26/07/2019,51.513292,Daylight,City of London,-0.083992,1,1,Wet or damp,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00198,Slight,29/07/2019,51.516133,Darkness - lights lit,City of London,-0.081711,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00199,Slight,11/7/2019,51.509535,Daylight,City of London,-0.079683,2,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00200,Slight,10/7/2019,51.516343,Darkness - lights lit,City of London,-0.083576,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00201,Slight,1/8/2019,51.515896,Daylight,City of London,-0.078262,1,1,Dry,One way street,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00202,Slight,2/8/2019,51.5137,Daylight,City of London,-0.092479,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00203,Slight,2/8/2019,51.509331,Daylight,Tower Hamlets,-0.07825,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00204,Slight,2/8/2019,51.516842,Darkness - lights lit,City of London,-0.086582,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00205,Slight,3/8/2019,51.514517,Daylight,City of London,-0.109596,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00206,Slight,7/8/2019,51.518409,Darkness - lights lit,Camden,-0.105543,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CP00207,Slight,8/8/2019,51.50945,Daylight,City of London,-0.079974,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00208,Slight,10/8/2019,51.513257,Darkness - lights lit,City of London,-0.087309,1,1,Wet or damp,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00209,Slight,13/08/2019,51.51337,Daylight,City of London,-0.099843,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00210,Serious,9/8/2019,51.50945,Daylight,City of London,-0.079974,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00211,Slight,13/08/2019,51.513956,Daylight,City of London,-0.102701,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00212,Serious,26/08/2019,51.513874,Daylight,City of London,-0.075609,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00213,Slight,7/8/2019,51.513612,Daylight,City of London,-0.076052,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00214,Slight,16/08/2019,51.516101,Daylight,City of London,-0.101891,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00215,Serious,17/08/2019,51.514734,Daylight,City of London,-0.089697,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00216,Slight,17/08/2019,51.515158,Daylight,City of London,-0.082617,2,3,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00218,Slight,20/08/2019,51.513497,Daylight,City of London,-0.091046,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00219,Slight,22/08/2019,51.513173,Darkness - lights lit,City of London,-0.104319,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CP00220,Slight,23/08/2019,51.511583,Daylight,City of London,-0.08392,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CP00221,Slight,23/08/2019,51.513762,Daylight,City of London,-0.101844,1,1,Wet or damp,Single carriageway,Urban,Fine + high winds,Motorcycle 125cc and under
200701CP00222,Slight,24/08/2019,51.510749,Daylight,City of London,-0.104564,1,2,Wet or damp,Dual carriageway,Urban,Fine no high winds,Car
200701CP00223,Serious,28/08/2019,51.511703,Daylight,City of London,-0.080312,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00224,Slight,29/08/2019,51.513788,Daylight,City of London,-0.092331,1,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
